Group,Subgroup,CodePoint,Status,Representation,Name,Section
People-Body,family,1F468 200D 1F467 200D 1F467,fully-qualified,👨‍👧‍👧,family man girl girl,E4.0
People-Body,family,1F469 200D 1F466,fully-qualified,👩‍👦,family woman boy,E4.0
People-Body,family,1F469 200D 1F466 200D 1F466,fully-qualified,👩‍👦‍👦,family woman boy boy,E4.0
People-Body,family,1F469 200D 1F467,fully-qualified,👩‍👧,family woman girl,E4.0
People-Body,family,1F469 200D 1F467 200D 1F466,fully-qualified,👩‍👧‍👦,family woman girl boy,E4.0
People-Body,family,1F469 200D 1F467 200D 1F467,fully-qualified,👩‍👧‍👧,family woman girl girl,E4.0
People-Body,person-symbol,1F5E3 FE0F,fully-qualified,🗣️,speaking head,E0.7
People-Body,person-symbol,1F5E3,unqualified,🗣,speaking head,E0.7
People-Body,person-symbol,1F464,fully-qualified,👤,bust in silhouette,E0.6
People-Body,person-symbol,1F465,fully-qualified,👥,busts in silhouette,E1.0
People-Body,person-symbol,1FAC2,fully-qualified,🫂,people hugging,E13.0
People-Body,person-symbol,1F463,fully-qualified,👣,footprints,E0.6
Smileys-Emotion,heart,1F48C,fully-qualified,💌,love letter,E0.6
Smileys-Emotion,heart,1F498,fully-qualified,💘,heart with arrow,E0.6
Smileys-Emotion,heart,1F49D,fully-qualified,💝,heart with ribbon,E0.6
Smileys-Emotion,heart,1F496,fully-qualified,💖,sparkling heart,E0.6
Smileys-Emotion,heart,1F497,fully-qualified,💗,growing heart,E0.6
Smileys-Emotion,heart,1F493,fully-qualified,💓,beating heart,E0.6
Smileys-Emotion,heart,1F49E,fully-qualified,💞,revolving hearts,E0.6
Smileys-Emotion,heart,1F495,fully-qualified,💕,two hearts,E0.6
Smileys-Emotion,heart,1F49F,fully-qualified,💟,heart decoration,E0.6
Smileys-Emotion,heart,2763 FE0F,fully-qualified,❣️,heart exclamation,E1.0
Smileys-Emotion,heart,2763,unqualified,❣,heart exclamation,E1.0
Smileys-Emotion,heart,1F494,fully-qualified,💔,broken heart,E0.6
Smileys-Emotion,heart,2764 FE0F 200D 1F525,fully-qualified,❤️‍🔥,heart on fire,E13.1
Smileys-Emotion,heart,2764 200D 1F525,unqualified,❤‍🔥,heart on fire,E13.1
Smileys-Emotion,heart,2764 FE0F 200D 1FA79,fully-qualified,❤️‍🩹,mending heart,E13.1
Smileys-Emotion,heart,2764 200D 1FA79,unqualified,❤‍🩹,mending heart,E13.1
Smileys-Emotion,heart,2764 FE0F,fully-qualified,❤️,red heart,E0.6
Smileys-Emotion,heart,2764,unqualified,❤,red heart,E0.6
Smileys-Emotion,heart,1F9E1,fully-qualified,🧡,orange heart,E5.0
Smileys-Emotion,heart,1F49B,fully-qualified,💛,yellow heart,E0.6
Smileys-Emotion,heart,1F49A,fully-qualified,💚,green heart,E0.6
Smileys-Emotion,heart,1F499,fully-qualified,💙,blue heart,E0.6
Smileys-Emotion,heart,1F49C,fully-qualified,💜,purple heart,E0.6
Smileys-Emotion,heart,1F90E,fully-qualified,🤎,brown heart,E12.0
Smileys-Emotion,heart,1F5A4,fully-qualified,🖤,black heart,E3.0
Smileys-Emotion,heart,1F90D,fully-qualified,🤍,white heart,E12.0
Smileys-Emotion,emotion,1F48B,fully-qualified,💋,kiss mark,E0.6
Smileys-Emotion,emotion,1F4AF,fully-qualified,💯,hundred points,E0.6
Smileys-Emotion,emotion,1F4A2,fully-qualified,💢,anger symbol,E0.6
Smileys-Emotion,emotion,1F4A5,fully-qualified,💥,collision,E0.6
Smileys-Emotion,emotion,1F4AB,fully-qualified,💫,dizzy,E0.6
Smileys-Emotion,emotion,1F4A6,fully-qualified,💦,sweat droplets,E0.6
Smileys-Emotion,emotion,1F4A8,fully-qualified,💨,dashing away,E0.6
Smileys-Emotion,emotion,1F573 FE0F,fully-qualified,🕳️,hole,E0.7
Smileys-Emotion,emotion,1F573,unqualified,🕳,hole,E0.7
Smileys-Emotion,emotion,1F4AC,fully-qualified,💬,speech balloon,E0.6
Smileys-Emotion,emotion,1F441 FE0F 200D 1F5E8 FE0F,fully-qualified,👁️‍🗨️,eye in speech bubble,E2.0
Smileys-Emotion,emotion,1F441 200D 1F5E8 FE0F,unqualified,👁‍🗨️,eye in speech bubble,E2.0
Smileys-Emotion,emotion,1F441 FE0F 200D 1F5E8,minimally-qualified,👁️‍🗨,eye in speech bubble,E2.0
Smileys-Emotion,emotion,1F441 200D 1F5E8,unqualified,👁‍🗨,eye in speech bubble,E2.0
Smileys-Emotion,emotion,1F5E8 FE0F,fully-qualified,🗨️,left speech bubble,E2.0
Smileys-Emotion,emotion,1F5E8,unqualified,🗨,left speech bubble,E2.0
Smileys-Emotion,emotion,1F5EF FE0F,fully-qualified,🗯️,right anger bubble,E0.7
Smileys-Emotion,emotion,1F5EF,unqualified,🗯,right anger bubble,E0.7
Smileys-Emotion,emotion,1F4AD,fully-qualified,💭,thought balloon,E1.0
Smileys-Emotion,emotion,1F4A4,fully-qualified,💤,ZZZ,E0.6
